"Revision","Author","Date","Message"
"423","yancyn","2011-08-03 22:31:22","add new template and remove unnecessary."
"422","yancyn","2011-08-03 11:32:58","updating order."
"421","yancyn","2011-08-01 11:51:14","updating order."
"420","yancyn","2011-07-29 20:16:07","missing year."
"419","yancyn","2011-07-29 17:25:24","adding new order."
"418","yancyn","2011-07-29 02:25:42","update delivery date."
"417","yancyn","2011-07-29 02:24:58","modify word template."
"416","yancyn","2011-07-25 11:25:40","updating order."
"415","yancyn","2011-07-23 17:32:04","adding new order."
"414","yancyn","2011-07-22 18:26:39","adding new order."
"413","yancyn","2011-07-20 18:28:54","adding new order."
"412","yancyn","2011-07-15 19:38:29","correction."
"411","yancyn","2011-07-13 23:29:43","removed unnecessary word."
"410","yancyn","2011-07-13 22:31:11","adding new order."
"409","yancyn","2011-07-12 18:35:26","adding new order."
"408","yancyn","2011-07-11 10:11:34","adding new order."
"407","yancyn","2011-07-09 09:52:52","adding new order."
"406","yancyn","2011-07-09 09:45:33","adding new template."
"405","yancyn","2011-07-07 18:38:45","adding new order."
"404","yancyn","2011-07-06 23:39:09","update order."
"403","yancyn","2011-07-06 16:52:18",""
"402","yancyn","2011-07-06 15:25:43","adding new order."
"401","yancyn","2011-07-05 17:54:57","adding new order."
"400","yancyn","2011-07-05 17:50:54","adding new word."
"399","yancyn","2011-07-01 19:45:40","adding new order."
"398","yancyn","2011-06-29 23:49:12","updating order."
"397","yancyn","2011-06-29 23:48:46","adding new word."
"396","yancyn","2011-06-27 14:08:16","updating order."
"395","yancyn","2011-06-25 15:35:42","updating new order."
"394","yancyn","2011-06-23 14:02:56","housekeeping formating. no changes on order."
"393","yancyn","2011-06-23 10:36:28","updating order. and corrected stylesheet."
"392","yancyn","2011-06-23 10:01:48","adding new order.added highlight red for mismatch male or female item type in xsl stylesheet."
"391","yancyn","2011-06-22 11:35:47","corrected mismatch item to male and female type."
"390","yancyn","2011-06-21 17:50:21","correction."
"389","yancyn","2011-06-21 17:45:01","adding new word template."
"388","yancyn","2011-06-21 17:44:27","adding new order."
"387","yancyn","2011-06-20 18:09:46","updating orders."
"386","yancyn","2011-06-19 12:18:23","updating order."
"385","yancyn","2011-06-19 00:08:44","updating order."
"384","yancyn","2011-06-17 10:19:44","updating orders."
"383","yancyn","2011-06-16 11:24:45","updating order."
"382","yancyn","2011-06-03 10:45:46","updating orders."
"381","yancyn","2011-05-31 15:46:14","adding new order."
"380","yancyn","2011-05-16 10:54:28","perge / archive old nisan order. now only keep since year 2011 to enable allow edit during browsing. the file already over 20 thousands line and consuming for every load time."
"379","yancyn","2011-05-09 11:05:27","adding new order."
"378","yancyn","2011-05-04 09:51:00",""
"377","yancyn","2011-04-27 23:24:10","adding new order and update JawiWPF app as well."
"376","yancyn","2011-04-27 23:21:29","adding new word templates."
"375","yancyn","2011-04-15 09:14:19","adding new word template."
"374","yancyn","2011-04-09 11:04:50","fixed duplicated name during lookup word template."
"373","yancyn","2011-04-09 10:31:23","fixed the bug for empty deathm & age."
"372","yancyn","2011-04-09 09:28:16","adding new order from hamid."
"371","yancyn","2011-04-08 15:32:58","adding new order."
"370","yancyn","2011-04-03 13:27:52","updating order."
"369","yancyn","2011-04-03 13:27:16","added new word template."
"368","yancyn","2011-04-03 08:26:29","adding new order from hamid."
"367","yancyn","2011-04-02 20:21:01","updating order."
"366","yancyn","2011-04-02 20:20:17","added new word template."
"365","yancyn","2011-04-01 19:11:21","adding new order."
"364","yancyn","2011-04-01 19:10:13","adding new word template."
"363","yancyn","2011-03-25 13:38:21","updating order."
"362","yancyn","2011-03-24 00:09:34","updating new order."
"361","yancyn","2011-03-18 23:02:03","added new word templates."
"360","yancyn","2011-03-18 23:01:35","updating order."
"359","yancyn","2011-03-11 19:31:04","adding new order."
"358","yancyn","2011-03-08 22:30:03","adding new order."
"357","yancyn","2011-03-08 22:29:41","added word template."
"356","yancyn","2011-03-05 15:30:29","adding new order."
"355","yancyn","2011-02-28 23:30:41","adding new order."
"354","yancyn","2011-02-28 23:30:07","add new word template."
"353","yancyn","2011-02-27 19:27:45","updating order."
"352","yancyn","2011-02-27 19:26:48","add new word template."
"351","yancyn","2011-02-24 23:40:29","updating new order."
"350","yancyn","2011-02-21 22:47:11","adding new order."
"349","yancyn","2011-02-19 19:39:57","updating order."
"348","yancyn","2011-02-19 11:36:38","updating order."
"347","yancyn","2011-02-19 11:36:17","add new word template."
"346","yancyn","2011-02-16 10:35:17","adding new order."
"345","yancyn","2011-02-16 10:25:26","added new word template."
"344","yancyn","2011-02-13 19:14:36","add new order."
"343","yancyn","2011-02-11 22:17:39","added allahyarham and remove bersamaan for tile egg template which let jawi has more spacial."
"342","yancyn","2011-02-11 21:46:51","adding new order."
"341","yancyn","2011-02-10 23:38:00","updating order."
"340","yancyn","2011-02-10 23:37:26","add new word template."
"339","yancyn","2011-02-10 11:52:51","adding new order."
"338","yancyn","2011-02-01 23:25:12","adding new word template."
"337","yancyn","2011-01-31 23:16:04","updating order."
"336","yancyn","2011-01-27 23:20:26","updating order."
"335","yancyn","2011-01-27 23:19:51","created new word templates."
"334","yancyn","2011-01-27 22:17:55","updating order."
"333","yancyn","2011-01-27 22:03:25","added r & u characters."
"331","yancyn","2011-01-23 14:23:07","updating order list."
"330","yancyn","2011-01-23 14:22:30","added new word templates."
"327","yancyn","2011-01-21 14:44:33","updating order."
"324","yancyn","2011-01-20 13:20:37","added new word template."
"323","yancyn","2011-01-20 10:43:40","added new order."
"322","yancyn","2011-01-18 11:20:09","updating order.corrected hamid stylesheet."
"321","yancyn","2011-01-18 11:18:48","added new word template."
"320","yancyn","2011-01-18 00:04:18","updating order."
"319","yancyn","2011-01-17 14:29:13","updating jawi name template."
"318","yancyn","2011-01-17 14:22:44","updating order."
"317","yancyn","2011-01-15 09:46:41","updating order."
"316","yancyn","2011-01-13 17:12:43","updating order."
"315","yancyn","2011-01-12 13:55:26","updating order."
"314","yancyn","2011-01-12 13:54:45","added new word template."
"313","yancyn","2011-01-11 15:09:35","updating order."
"312","yancyn","2011-01-10 14:54:17","updating order."
"311","yancyn","2011-01-08 10:22:45","updating new order."
"310","yancyn","2011-01-07 15:48:31","added word count in drawing.htm. This is useful for cost estimation."
"309","yancyn","2011-01-07 13:19:13","updating order."
"308","yancyn","2011-01-06 18:25:59","updating order."
"307","yancyn","2011-01-04 16:56:42","updating order.added sub total for customer in monthly sales report."
"306","yancyn","2011-01-03 15:27:17","added new template."
"305","yancyn","2011-01-01 13:28:48","completed monthly sales template."
"304","yancyn","2011-01-01 12:41:21","added monthly sales for myself."
"303","yancyn","2010-12-31 11:34:59","updated order.added reference url for jquery svg plugin.altered hamid statement layout."
"302","yancyn","2010-12-31 09:48:25","finetune some code."
"301","yancyn","2010-12-31 00:50:31","added new jawi word template."
"300","yancyn","2010-12-30 18:51:49","first draft on extract metadata from svg file by using jquery.*todo: replace iframe to display svg file*"
"299","yancyn","2010-12-30 10:47:04","updating order and printout addin statement."
"298","yancyn","2010-12-30 10:33:33","corrected hamid stylesheet which only display uncompleted order by after given date."
"297","yancyn","2010-12-28 23:16:45","updating order."
"296","yancyn","2010-12-28 23:16:15","added new word template."
"295","yancyn","2010-12-28 18:59:37","added new orders."
"294","yancyn","2010-12-27 17:33:16","added new orders."
"293","yancyn","2010-12-27 13:53:41","added new orders."
"292","yancyn","2010-12-27 09:33:44","added new orders."
"291","yancyn","2010-12-10 22:39:23","update order."
"290","yancyn","2010-12-10 22:31:13","added new template."
"289","yancyn","2010-12-10 11:55:09","updated muslim calendar 1432"
"288","yancyn","2010-12-09 18:25:31","added new order."
"287","yancyn","2010-12-09 02:14:45","added new template."
"286","yancyn","2010-12-08 23:54:55","added new order."
"285","yancyn","2010-12-07 00:22:53","added hamid orders."
"284","yancyn","2010-12-07 00:18:24","added new orders.added secondary death person in schema."
"283","yancyn","2010-12-06 11:12:51","updated order."
"279","yancyn","2010-12-04 17:59:44","added new template (can preview)."
"278","yancyn","2010-12-04 15:22:02","aligned alfatihah to center for hamid male sticker template.updated order list."
"277","yancyn","2010-12-02 15:57:20","added invoice control into schema.added customer statement controlled by month and customer (currently ADI is ready)."
"276","yancyn","2010-12-01 22:54:00","updated order."
"275","yancyn","2010-12-01 15:08:52","corrected hamid stylesheet display logic."
"274","yancyn","2010-12-01 14:47:56","added new order."
"273","yancyn","2010-11-27 20:21:25","update order."
"272","yancyn","2010-11-27 20:21:07","added new template with inkscape compatible."
"271","yancyn","2010-11-27 15:43:56","add new template."
"270","yancyn","2010-11-27 15:43:29","updated order."
"269","yancyn","2010-11-26 23:39:01","update order and added azmi template."
"268","yancyn","2010-11-26 21:51:20","update order and add version control for binary too."
"267","yancyn","2010-11-26 18:00:30","add new order."
"266","yancyn","2010-11-24 20:33:07","updated order."
"265","yancyn","2010-11-24 10:27:46","updated order list.replaced hamid style sheet, only require 1 copy. subversion will handle versioning.updated pending list agenda."
"264","yancyn","2010-11-23 18:58:21","added new statement stylesheet for hamid."
"263","yancyn","2010-11-23 15:51:00","update order."
"262","yancyn","2010-11-23 15:49:51","update order."
"261","yancyn","2010-11-23 10:57:41","updated order list."
"260","yancyn","2010-11-22 23:23:31","updated order."
"259","yancyn","2010-11-22 23:23:00","added new templates."
"258","yancyn","2010-11-22 11:13:55","update order."
"257","yancyn","2010-11-20 13:19:37","added new orders."
"256","yancyn","2010-11-17 11:47:47","added new orders."
"255","yancyn","2010-11-17 11:44:10","updated tile quantity."
"254","yancyn","2010-11-17 11:43:18","added new orders."
"253","yancyn","2010-11-05 13:21:24","added new orders."
"252","yancyn","2010-11-05 13:19:24","added new template."
"251","yancyn","2010-11-03 17:47:43","add new word templates."
"250","yancyn","2010-10-31 09:24:42","added new template."
"249","yancyn","2010-10-26 18:01:16","added new orders."
"248","yancyn","2010-10-26 10:54:51","added new order.take account PV tile into stock available."
"247","yancyn","2010-10-26 10:28:02","added new templates."
"246","yancyn","2010-10-26 10:24:44","- touch up hamid statement.- update nisan orders- change tile template rumi font to Arial to prevent small hole disappear during sandblasting process."
"245","yancyn","2010-10-24 23:34:11","update orders."
"244","yancyn","2010-10-24 10:46:25","update orders."
"243","yancyn","2010-10-24 10:23:19","add some new template."
"242","yancyn","2010-10-23 13:14:27","update orders."
"241","yancyn","2010-10-23 12:52:30","add some new template."
"240","yancyn","2010-10-23 11:35:24","add some new template."
"239","yancyn","2010-10-23 09:48:15","added new order."
"238","yancyn","2010-10-16 13:13:10","added new order."
"237","yancyn","2010-10-12 11:18:40","added new order."
"236","yancyn","2010-10-09 23:59:35","add some new template."
"235","yancyn","2010-10-09 22:59:22","add some new template."
"234","yancyn","2010-10-07 23:42:22","add some new template."
"233","yancyn","2010-10-07 00:23:53","update orders."
"232","yancyn","2010-10-04 13:56:24","workaround for issue# 42: out of index which only maintain year in death value."
"231","yancyn","2010-10-03 23:18:06","added new template.update order."
"230","yancyn","2010-10-03 23:16:34","added new template again."
"229","yancyn","2010-10-03 19:02:19","added new template again."
"228","yancyn","2010-10-03 18:42:44","added new template again."
"227","yancyn","2010-09-30 23:14:57","add new template."
"226","yancyn","2010-09-30 15:38:19","format hexadecimal value into unicode value in format 'U+042D'."
"225","yancyn","2010-09-30 14:38:06","design layout for character map, but still tangling with memory issue and much more."
"224","yancyn","2010-09-29 20:23:07","start work on character map display."
"223","yancyn","2010-09-29 18:43:22","(Closes issue #41) : Open template file directly from interface.added CharacterMap viewer."
"222","yancyn","2010-09-29 17:55:58","added character template."
"221","yancyn","2010-09-29 17:54:40","update class diagram for JawiWPF."
"220","yancyn","2010-09-29 17:33:45","added new word templates again."
"219","yancyn","2010-09-29 17:20:00","updated parcel no.show jawi as well in pending list if has."
"218","yancyn","2010-09-29 17:11:34","(Closes issue #37) : Highlight unmatch name."
"217","yancyn","2010-09-28 21:00:33","removed some redundant and not nice template."
"216","yancyn","2010-09-28 20:33:28","(Fixes issue #34) : Exported svg file color not match"
"215","yancyn","2010-09-28 20:19:35","alphabet should in character or khot folder."
"214","yancyn","2010-09-28 20:19:09","added the rest of punctuation i maintain before."
"213","yancyn","2010-09-28 20:00:05","added new template again."
"212","yancyn","2010-09-28 19:51:17","start added character template collection."
"211","yancyn","2010-09-28 19:50:08","correct alignment center for nisan template 2'.update hamid css.update order."
"210","yancyn","2010-09-28 18:52:00","(Fixes issue #36) : Cant use enter to search.show found number during search as well."
"209","yancyn","2010-09-28 18:44:04","add new template and misc update to existing file."
"204","yancyn","2010-09-27 23:33:20","added new order."
"203","yancyn","2010-09-27 23:23:32","removed margin so that have bigger working area."
"202","yancyn","2010-09-27 23:01:03","added new template again.merge chek into chik. both are refer to a same arabic."
"200","yancyn","2010-09-27 18:08:56","missing file."
"199","yancyn","2010-09-27 18:08:08","fail to remain background when color palette toggle."
"198","yancyn","2010-09-27 17:50:47","added about message box to application."
"197","yancyn","2010-09-27 17:27:19","still fail to align bottom for the calligraphy added, have a workaround here."
"196","yancyn","2010-09-27 15:15:19","house keeping."
"195","yancyn","2010-09-27 15:00:44","fixed issue #31: Add color palete, added ColorViewModel.moved some properties and method to base class.added ColorCollection.rename WordSpace -> WordCollection, PunctuationSpace -> PunctuationCollection.Added CharacterCollection.encapsulated PathViewModel derived from GraphicViewModel."
"194","yancyn","2010-09-27 13:18:29","added container for color palette. but not really start code yet."
"193","yancyn","2010-09-27 11:52:45","(Closes issue #3) : Show ruler in drawing workspace.created and fixed some unit tests too.handled generating year value only in both born and death entry."
"192","yancyn","2010-09-27 10:10:34","added separator at statusbar."
"191","yancyn","2010-09-27 10:04:23","renamed alef to a only."
"190","yancyn","2010-09-27 09:28:15","tally up stock available."
"189","yancyn","2010-09-26 22:11:32","add new orders."
"188","yancyn","2010-09-26 15:06:48","if pass in empty string just no do searching or filtering."
"187","yancyn","2010-09-26 14:00:19","encapsulated workspace and only the derived class have certain public function.allow search on multiple name in a same time.allow search exactly on punctuation.added groupbox for each punctuation and word library in GUI."
"186","yancyn","2010-09-26 13:31:39","update order."
"185","yancyn","2010-09-26 12:37:10","corrected template position and size."
"175","yancyn","2010-09-25 19:28:22","added new word template again."
"174","yancyn","2010-09-25 13:45:18","completed search feature.added reload library button."
"173","yancyn","2010-09-24 19:36:54","(Closes issue #13) : Design appearance for a template character going to bind into screen."
"172","yancyn","2010-09-24 09:49:54","update order and print hamid statement."
"171","yancyn","2010-09-23 23:01:04","added new template again."
"170","yancyn","2010-09-23 22:52:52","bigger 'tahun' in sticker male template.align altifah to center of frame.adjust ahmad template into correct ratio.update order."
"169","yancyn","2010-09-23 14:13:17","bigger the character of 'TAHUN' for sticker female template."
"168","yancyn","2010-09-23 14:09:32","update order."
"167","yancyn","2010-09-22 22:12:16","added new template again."
"166","yancyn","2010-09-22 18:17:58","(Closes issue #10) : PathViewModel class.completed Workspace select logic which always ensure only select one path all the time. Now can start GUI implementation."
"165","yancyn","2010-09-22 14:17:51","added new order.excluded sold to ADDIN marble in stock available calculation because those items is responsive by head quarter."
"164","yancyn","2010-09-22 00:40:20","added IsChecked flag to PathViewModel to control all the while only allow one Path is selected and the rest is toggle off."
"163","yancyn","2010-09-22 00:34:32","add some word template."
"162","yancyn","2010-09-22 00:06:59","(Fixes issue #6) : rokiah.svg corrupted. Added a missing character 'r' for it."
"161","yancyn","2010-09-21 22:49:13","corrected the stock available figure."
"160","yancyn","2010-09-21 19:28:43","add PathViewModel and the workspace controller, as well as the class diagram for better illustration.add remark for nisanPurchase class."
"157","yancyn","2010-09-21 14:53:12","(Closes issue #2) : List stock balanceAdd remarks for purchase object."
"156","yancyn","2010-09-21 11:54:57","add stock available in xsl logic. Now from nisan.xml we can know the stock available all the time liao. hehe.."
"155","yancyn","2010-09-21 11:47:17","added back purchasing data for nisan."
"154","yancyn","2010-09-21 10:59:14","add new order."
"153","yancyn","2010-09-21 10:58:37","updated sukun template to correct size ratio."
"152","yancyn","2010-09-20 09:54:28","added new word template."
"151","yancyn","2010-09-19 10:37:23","closed issue #11: create status bar at bottom."
"150","yancyn","2010-09-19 09:47:44","added some word template again."
"149","yancyn","2010-09-19 08:33:59","adjust zulhijjah month position."
"148","yancyn","2010-09-18 23:12:44","sukun suppose in khot folder but not here."
"147","yancyn","2010-09-18 23:12:21","added second sukun."
"146","yancyn","2010-09-18 23:11:46","added new word template."
"145","yancyn","2010-09-18 22:57:39","add some word template."
"144","yancyn","2010-09-18 18:37:42","added born date for baby sample."
"143","yancyn","2010-09-18 18:20:47","update newly created sample especially bigger & baby size."
"142","yancyn","2010-09-18 18:17:48","added baby size for mosaic too. This is for Addin Marble use."
"141","yancyn","2010-09-18 18:07:22","added 1.5' sample too by scale 0.9 x 0.9."
"140","yancyn","2010-09-18 18:03:44","cloned 2.5' sticker samples by scale 1.1 x 1.1."
"139","yancyn","2010-09-18 17:56:17","complted some more template for male & female sample."
"138","yancyn","2010-09-18 17:20:27","slim up PV egg template."
"137","yancyn","2010-09-18 17:15:14","added PV egg template."
"136","yancyn","2010-09-18 15:55:12","added new word template again."
"133","yancyn","2010-09-18 14:51:57","removed redundant code in ahmad template."
"131","yancyn","2010-09-18 09:43:59","added abdullah."
"130","yancyn","2010-09-18 09:42:11","added new library template again."
"129","yancyn","2010-09-18 07:57:45","added some jawi writing."
"128","yancyn","2010-09-18 00:19:15","updated config file as well due to library file name changed."
"127","yancyn","2010-09-18 00:02:22","continue renamed file to [size][sex].svg format."
"126","yancyn","2010-09-17 23:52:50","renamed to format XXXX_[15/20/25][L/P] format to handle different nisan size which are 1.5', 2' & 2.5'."
"125","yancyn","2010-09-17 23:36:15","adjust muslim month position for all sticker templates."
"124","yancyn","2010-09-17 22:59:03","added sticker template for born date and mark it as red color."
"123","yancyn","2010-09-17 16:08:32","add WordScales for calculate most common name under jawiname folder. Came out a summary spreadsheet for the result https://spreadsheets.google.com/ccc?key=0Aq0kmppfSN8KdFNPbjB3RV80d0laNS1aVUF3NnlKYkE&hl=en#gid=0"
"122","yancyn","2010-09-17 15:56:15","move unit test to HLGranite.Jawi.Test"
"121","yancyn","2010-09-17 15:55:18","corrected mohd template."
"120","yancyn","2010-09-17 15:49:02","added alef into khots folder too but rename as 'a'."
"119","yancyn","2010-09-17 15:46:44","rename meem_high to meem_above."
"118","yancyn","2010-09-17 14:36:35","move business logic into separate library project instead of mess up all together GUI."
"117","yancyn","2010-09-16 23:04:17","added tolerance for age & born template. But this still need to monitoring."
"116","yancyn","2010-09-16 22:49:08","crated new order.added nisan male template for got born date and show age."
"115","yancyn","2010-09-16 22:11:33","added dot, 2dots, and 3dots khot."
"114","yancyn","2010-09-16 22:04:44","split base word and decorated 2 type now. But not sure this is a good idea or not."
"113","yancyn","2010-09-16 20:18:54","loaded khot and word as base character on screen."
"112","yancyn","2010-09-16 17:54:02","added new word template."
"111","yancyn","2010-09-16 14:46:11","add order.moved some template into khots and words folder."
"110","yancyn","2010-09-16 13:18:08","added a function for merge save as output.svg into original template file."
"109","yancyn","2010-09-15 19:06:48","handled delete key for remove selected path in workspace."
"108","yancyn","2010-09-15 18:28:44","fixed guideline stretch to window width.exported svg file WYSWYG according to edit mode."
"107","yancyn","2010-09-15 18:08:12","moved if test condition to match template header for xslt."
"106","yancyn","2010-09-14 22:53:17","successful choose a path in workspace and move it by pixel."
"105","yancyn","2010-09-14 19:12:27","removed unuse Coordinate class anymore."
"104","yancyn","2010-09-14 19:08:50","completed simple logic convert xaml (with position) to desired svg. Hooray :p"
"103","yancyn","2010-09-14 18:12:55","added guideline and get rid of wrap panel then replace by margin."
"102","yancyn","2010-09-14 15:49:22","introduced transform="translate(x,y)""
"101","yancyn","2010-09-14 15:39:55","changed to line by line writing method after introduced svg transform=translate(x,y)"
"100","yancyn","2010-09-14 14:08:06","handled nisan female template month tolerance position."
"99","yancyn","2010-09-14 13:44:22","removed jawi character from nisan and sticker template.added new order."
"98","yancyn","2010-09-14 13:30:35","correct female nisan template."
"97","yancyn","2010-09-13 21:04:26","handled file not exist during lookup a nisan template svg."
"96","yancyn","2010-09-10 19:11:59","rename workSpace as the target panel."
"95","yancyn","2010-09-10 16:34:54","added SaveAs code. But fail on export into correct position is use WrapPanel."
"94","yancyn","2010-09-10 15:10:47","added some punctuation bottom."
"93","yancyn","2010-09-10 14:28:47","try pint success."
"92","yancyn","2010-09-10 14:20:30","first try on retrieve data from svg template and display into xaml."
"91","yancyn","2010-09-10 13:15:05","added some basic khot characters into svg template library."
"90","yancyn","2010-09-08 18:14:37","dropped project for this HLGranite solution."
"89","yancyn","2010-09-08 17:47:33","move xml and xslt to here."
"88","yancyn","2010-09-08 17:46:29","move xml to \Samples folder. No longer exist at JawiWeb folder."
"87","yancyn","2010-09-08 17:26:54","fixed the center alignment positioning for mustlim month rabiulawal."
"86","yancyn","2010-09-08 17:20:10","resized muslim month template - rabiulawal."
"85","yancyn","2010-09-07 18:25:04","commit real app config."
"84","yancyn","2010-09-07 18:23:25","simplified console output.added JawiPath project."
"83","yancyn","2010-09-07 18:07:52","capitalized sticker item."
"82","yancyn","2010-09-07 18:03:33","added age handle template as well as tolerance coordinate for Y-axis."
"81","yancyn","2010-09-07 17:35:07","added default male template for sticker only."
"80","yancyn","2010-09-07 17:34:18","renamed to got 'age' template."
"79","yancyn","2010-09-07 16:49:52","renamed to a shorten name by get rid of 'normal' keyword since do not maintain too much template currently."
"78","yancyn","2010-09-07 16:42:41","dedicated coordinate for each muslim month template."
"77","yancyn","2010-09-07 15:41:13","make a compound for muslim month - ramadhan so looks correct."
"76","yancyn","2010-09-07 11:34:06","updated safar month coordinate in template."
"75","yancyn","2010-09-07 11:11:18","added order."
"74","yancyn","2010-09-07 11:01:00","code adjust due to template file changed. use "muslimMonthGlyph" instead of sharing "muslimMonth" with other to distinguish with mosaic and tomb design.added new order."
"73","yancyn","2010-09-07 10:50:09","move id="muslimMonthGlyph" to same line with <svg> start element."
"72","yancyn","2010-09-07 09:27:49","update order."
"71","yancyn","2010-09-07 00:15:10","update order."
"70","yancyn","2010-09-07 00:05:54","added hamid sticker template for a normal male with age provided."
"69","yancyn","2010-09-07 00:00:40","adjust begin position for muslim months - rabiulakhir & syaaban."
"68","yancyn","2010-09-06 23:53:51","align to top left (1,5) for alignment consistency."
"67","yancyn","2010-09-06 23:38:33","added the rest of muslim months template."
"66","yancyn","2010-09-06 20:38:00","added SvgFileGenerator unit test project."
"65","yancyn","2010-09-06 20:34:59","completed writing logic of nisan template in lookup correct month template file."
"64","yancyn","2010-09-06 20:30:30","remove doctype in month template and also space in muslimdeath."
"63","yancyn","2010-09-06 19:17:13","standardized the attribute in month template."
"62","yancyn","2010-09-06 17:08:00","located correct coordinate for muslim month Apr - Rabiulakhir."
"61","yancyn","2010-09-06 16:58:21","added muslim month March template."
"60","yancyn","2010-09-06 16:50:53","changed SvgReader to NisanReader. It sounds more appropriate."
"59","yancyn","2010-09-06 16:46:23","changed to relative location for deathmonth. so all the month template files must maintain relative to 0,0 coordinate now."
"58","yancyn","2010-09-06 15:31:15","simplify nisan_normal male template."
"57","yancyn","2010-09-06 15:28:50","simplify nisan_normal male template."
"56","yancyn","2010-09-06 15:16:40","added templates for mosaic too."
"55","yancyn","2010-09-05 20:38:58","update order."
"54","yancyn","2010-09-05 17:08:54","added syaaban month template."
"53","yancyn","2010-09-04 22:23:16","changed to Pascal naming in for nisan's item."
"52","yancyn","2010-09-04 12:00:05","rename yahya bin che mat to nisan_normal_L is a male template.added a female template too."
"51","yancyn","2010-09-04 11:34:23","fine tune.."
"50","yancyn","2010-09-04 11:31:28","added JawiWPF project for jawi automation project."
"49","yancyn","2010-09-04 11:29:45","added svg sample file for template customization."
"48","yancyn","2010-09-03 22:50:52","missing file."
"47","yancyn","2010-09-03 22:12:49","added new orders."
"46","yancyn","2010-08-30 10:13:17","update delivery date"
"45","yancyn","2010-08-30 00:07:07","moved some codes into class and name it SvgReader so that looks more clean."
"44","yancyn","2010-08-28 19:52:37","added new orders."
"43","yancyn","2010-08-28 17:56:49","added new orders."
"42","yancyn","2010-08-27 17:18:16","added new order and update customer stylesheet."
"41","yancyn","2010-08-25 19:08:04","added new order and create a xsl for exporting table use."
"40","yancyn","2010-08-25 15:50:16","add useful reference for future enhancement use."
"39","yancyn","2010-08-25 15:45:55","added SvgFileGenarator project which automate generating svg file based on template tile_arabic.svg and tile_andalus.svg."
"38","yancyn","2010-08-25 15:44:51","added new order.and update nisan schema to generate class for SvgFileGenerator use."
"37","yancyn","2010-08-22 14:34:47","added new orders."
"36","yancyn","2010-08-20 22:32:13","added translate to uppercase and lowercase for xslt despite from what string value the source. This is useful by just input whatever value from sms/email directly."
"35","yancyn","2010-08-20 22:24:57","added new orders."
"34","yancyn","2010-08-18 10:36:32","update order and hamid statement stylesheet."
"33","yancyn","2010-08-16 10:21:50","added new order."
"32","yancyn","2010-08-09 10:24:39","added new order."
"31","yancyn","2010-08-04 10:54:50","added add order."
"30","yancyn","2010-08-02 18:53:49","added add order."
"29","yancyn","2010-07-27 11:03:30","add order."
"28","yancyn","2010-07-22 11:03:22","add order."
"27","yancyn","2010-07-17 16:59:59","added order.removed duplicated jawiname. plan to remain most common name only, get rid of ambiguous spelling with the same jawi writing."
"26","yancyn","2010-07-14 23:40:07","update new order."
"25","yancyn","2010-07-09 14:05:54","add additional sorting for pending list view."
"24","yancyn","2010-07-08 23:59:27","added new orders."
"23","yancyn","2010-06-12 11:29:24","add order"
"22","yancyn","2010-06-08 18:01:34","added small piece of snippet code to convert decease's name into lower case."
"21","yancyn","2010-06-08 17:38:41","update orders"
"20","yancyn","2010-06-08 17:28:50","update orders"
"19","yancyn","2010-06-03 10:54:57","update nisan order."
"18","yancyn","2010-06-01 18:11:25","update nisan order."
"17","yancyn","2010-05-26 10:03:34","update nisan order."
"16","yancyn","2010-05-19 19:59:48","update nisan order."
"15","yancyn","2010-05-04 18:17:53","update styling and nisan database."
"14","yancyn","2010-02-27 21:33:57","added nisan schema and bill.xsl"
"13","yancyn","2010-02-25 14:46:44","still unable to display today field in invoice."
"12","yancyn","2010-02-25 13:50:23","get grand total correctly for customer invoice finally :)"
"11","yancyn","2010-02-25 10:12:11","add customer customized xsl to produce an simple one time delivery invoice."
"10","yancyn","2010-02-23 22:45:28","update jawiname collection."
"9","yancyn","2010-02-23 16:57:59","included arabic index corresponding to roman alphabet."
"8","yancyn","2010-02-23 15:52:21","fixed float on top index toolbar and wrap list horizontal in correct view."
"7","yancyn","2010-02-22 23:01:24","added sales page."
"6","yancyn","2010-02-22 19:54:07","completed jawiname index page."
"2","yancyn","2008-10-28 18:07:31","First add into svn repo."
